21.924528	3.537736	3.745283	33.367925	102.896226	10.330189	2.773585	6.122642	117.339623	14.613208	4.632075	11.735849	32.500000	5.669811	5.179245	44.820755	43.160377	4.094340	3.735849	20.858491	96.009434	28.122642	10.566038	23.018868	6.481132	2.556604	5.415094	13.867925	61.179245	16.933962	6.301887	5.273585	33.698113	5.066038	4.009434	45.094340	118.037736	11.226415	0.915094	4.981132	134.886792	28.886792	5.443396	12.575472	34.216981	6.122642	3.518868	42.603774	48.971698	8.566038	7.981132	49.735849	115.509434	28.707547	6.339623	14.566038	10.405660	3.688679	4.726415	25.547170	70.726415	13.792453	4.915094	5.792453	20.660377	11.094340	12.943396	39.066038	98.783019	24.320755	8.377358	5.216981	113.141509	105.301887	52.433962	20.990566	21.235849	6.339623	7.688679	13.179245	18.509434	37.877358	71.613208	97.896226	60.830189	6.632075	3.150943	4.264151	11.084906	6.301887	13.896226	32.424528	42.933962	8.735849	6.094340	8.037736	9.669811	6.877358	11.773585	21.660377	59.867925	25.339623	18.613208	10.094340	29.716981	26.113208	17.726415	8.415094	20.773585	17.943396	24.971698	26.481132	13.801887	14.971698	23.235849	18.688679	13.952830	14.537736	16.915094	12.547170	10.679245	4.641509	8.254717	11.830189	15.726415	9.386792	12.320755	11.254717	
9.936364	6.254545	14.909091	44.027273	86.909091	16.363636	2.336364	2.918182	81.527273	35.545455	22.627273	19.554545	16.063636	5.172727	5.636364	23.409091	103.918182	29.772727	3.781818	2.154545	2.781818	2.518182	13.645455	37.045455	25.018182	6.554545	2.363636	4.618182	9.409091	5.572727	15.918182	16.663636	11.890909	6.227273	7.109091	40.881818	124.927273	27.018182	2.163636	2.872727	100.681818	43.636364	21.500000	15.709091	19.418182	7.600000	4.472727	20.627273	137.354545	45.445455	6.809091	3.245455	2.900000	1.400000	4.518182	25.772727	37.081818	8.409091	3.863636	7.700000	13.772727	6.454545	8.381818	10.245455	9.945455	3.563636	3.890909	30.036364	124.509091	32.381818	5.963636	5.890909	102.281818	24.936364	6.827273	8.100000	20.363636	12.409091	12.845455	33.254545	138.245455	29.945455	2.981818	2.363636	3.036364	1.563636	3.390909	39.327273	39.781818	8.627273	3.263636	7.318182	13.300000	7.909091	7.327273	10.836364	8.454545	3.627273	4.072727	14.163636	86.572727	37.445455	13.718182	8.336364	78.172727	14.881818	5.245455	3.754545	15.100000	13.300000	23.754545	50.827273	118.690909	25.727273	6.900000	2.845455	3.118182	1.200000	5.345455	47.054545	28.363636	12.318182	9.972727	10.054545	10.336364	3.590909	4.400000	9.363636	
12.298507	10.686567	14.268657	43.000000	57.343284	4.194030	1.805970	5.925373	82.208955	21.417910	14.358209	21.820896	20.014925	3.029851	6.611940	33.358209	100.656716	17.522388	3.343284	2.432836	4.238806	3.701493	7.746269	53.626866	31.611940	9.298507	4.089552	5.194030	12.686567	11.164179	8.522388	23.223881	22.805970	9.597015	16.656716	49.492537	60.910448	15.492537	5.343284	7.626866	114.283582	33.044776	10.880597	13.626866	15.119403	5.104478	5.537313	38.985075	113.597015	34.402985	15.537313	6.238806	4.522388	6.044776	8.149254	49.208955	31.402985	17.447761	13.253731	10.492537	14.208955	15.597015	10.492537	19.731343	11.895522	6.477612	7.820896	21.985075	46.104478	65.253731	37.149254	11.343284	94.417910	68.835821	19.343284	6.089552	8.567164	21.402985	34.014925	28.492537	80.447761	113.044776	56.552239	11.507463	2.313433	4.283582	8.880597	14.358209	32.746269	56.820896	50.791045	21.492537	10.253731	8.641791	3.835821	8.373134	6.029851	6.417910	4.850746	5.582090	20.029851	67.462687	63.567164	17.089552	14.686567	11.074627	7.925373	2.671642	7.776119	50.985075	98.716418	45.656716	36.985075	40.149254	18.462687	3.597015	3.402985	22.194030	76.402985	49.074627	27.865672	25.835821	28.029851	8.716418	5.850746	12.776119	28.985075	21.925373	
12.849624	13.789474	13.248120	10.315789	9.616541	9.902256	8.518797	8.639098	10.977444	22.037594	31.977444	25.300752	11.443609	9.661654	10.383459	8.548872	20.240602	30.526316	28.601504	12.368421	5.872180	3.473684	7.090226	9.781955	16.052632	9.135338	9.849624	5.827068	5.556391	4.187970	3.789474	7.796992	10.759398	13.090226	16.075188	27.593985	27.105263	10.684211	6.609023	5.240602	15.541353	38.225564	83.721805	115.796992	63.962406	4.421053	2.060150	1.293233	119.165414	113.315789	70.180451	26.353383	7.255639	1.819549	2.082707	10.285714	44.105263	19.729323	8.857143	6.812030	11.172932	7.601504	6.022556	15.428571	8.721805	7.097744	15.834586	44.992481	56.105263	11.834586	4.451128	3.578947	59.210526	11.556391	15.631579	91.360902	124.338346	15.466165	2.541353	14.172932	140.744361	38.714286	7.270677	10.473684	15.563910	3.421053	2.428571	50.977444	70.533835	14.075188	5.315789	11.007519	17.917293	8.684211	8.390977	21.541353	6.421053	5.789474	13.992481	39.488722	58.631579	13.624060	8.150376	3.135338	58.924812	7.676692	8.556391	36.872180	93.781955	30.879699	15.646617	32.135338	133.203008	25.917293	3.744361	4.834586	9.699248	4.804511	9.624060	58.421053	53.105263	17.413534	7.353383	15.285714	17.646617	4.248120	4.842105	15.902256	
11.272727	7.414141	9.060606	10.606061	18.010101	14.454545	15.595960	13.353535	16.585859	18.262626	17.747475	28.393939	41.606061	14.030303	10.797980	8.929293	76.737374	26.464646	15.020202	14.090909	11.181818	4.686869	8.121212	37.898990	40.393939	14.434343	8.383838	5.808081	11.616162	12.272727	20.121212	33.727273	11.626263	10.111111	16.212121	24.353535	26.737374	16.888889	15.595960	11.171717	27.848485	16.707071	26.484848	68.323232	76.545455	21.242424	6.757576	5.656566	127.676768	51.939394	18.393939	14.858586	8.797980	3.000000	4.161616	42.080808	52.474747	24.151515	22.898990	16.676768	14.535354	12.878788	15.878788	28.202020	8.000000	22.656566	49.555556	44.171717	26.727273	10.141414	7.282828	5.222222	35.474747	19.737374	36.222222	68.878788	76.393939	28.020202	9.202020	13.050505	124.919192	88.707071	46.070707	11.060606	7.424242	5.505051	6.767677	33.393939	28.636364	50.303030	75.515152	34.202020	10.868687	6.262626	6.343434	7.151515	2.797980	20.363636	51.222222	47.525253	28.585859	5.626263	5.939394	4.242424	14.959596	35.121212	59.777778	53.141414	32.757576	5.626263	5.696970	9.282828	30.727273	86.646465	81.656566	19.040404	5.242424	4.848485	9.313131	9.888889	12.757576	58.262626	81.474747	24.565657	3.636364	3.383838	9.080808	7.525253	
19.209581	12.694611	12.856287	8.718563	7.592814	6.311377	5.796407	8.419162	33.059880	16.916168	10.922156	6.838323	7.125749	15.077844	25.988024	32.802395	9.323353	10.029940	12.688623	10.922156	19.532934	34.688623	26.497006	11.083832	9.670659	10.119760	12.880240	8.353293	12.029940	9.880240	8.113772	7.437126	46.538922	16.203593	14.544910	9.610778	9.293413	4.179641	5.610778	16.550898	138.407186	15.173653	3.802395	1.760479	10.077844	31.479042	54.077844	112.808383	16.550898	2.263473	2.335329	5.598802	104.431138	131.077844	61.754491	28.730539	12.107784	7.748503	7.395210	8.389222	32.856287	25.778443	11.844311	8.856287	65.826347	13.904192	3.227545	3.892216	9.329341	6.329341	7.047904	12.227545	146.772455	47.736527	1.814371	4.724551	22.676647	10.233533	5.335329	31.197605	54.502994	10.838323	2.532934	22.287425	143.736527	77.077844	5.910180	8.005988	11.970060	5.341317	3.850299	9.988024	69.958084	24.928144	4.820359	5.586826	43.520958	13.185629	2.634731	2.005988	9.275449	7.946108	5.604790	8.760479	141.407186	63.898204	8.173653	6.179641	12.892216	3.161677	1.904192	15.634731	47.922156	21.736527	13.395210	35.724551	128.119760	32.359281	2.191617	3.808383	9.892216	2.455090	2.287425	10.173653	65.353293	18.898204	5.562874	7.239521	
32.850394	9.220472	8.220472	8.716535	11.708661	2.661417	3.125984	8.118110	116.472441	18.992126	4.015748	4.393701	13.716535	4.125984	5.929134	29.543307	45.905512	8.787402	3.653543	16.669291	82.992126	21.118110	9.385827	14.244094	88.220472	18.669291	2.417323	4.086614	23.173228	6.291339	3.094488	15.519685	50.362205	10.771654	7.976378	8.826772	16.275591	3.944882	1.566929	7.267717	142.165354	16.905512	2.078740	3.283465	20.590551	5.834646	2.385827	30.039370	67.165354	9.181102	2.763780	22.866142	123.236220	25.755906	3.527559	11.527559	114.472441	27.677165	3.125984	6.433071	33.118110	5.070866	1.748031	16.614173	53.771654	8.291339	2.708661	4.622047	19.212598	6.614173	2.700787	9.362205	141.708661	24.535433	1.771654	7.669291	24.188976	2.409449	0.629921	16.338583	67.929134	12.094488	3.881890	35.456693	129.905512	14.795276	0.842520	5.299213	118.913386	27.283465	5.165354	8.551181	35.362205	4.519685	1.110236	13.716535	39.566929	6.944882	1.740157	2.913386	14.905512	6.535433	3.645669	9.425197	131.881890	24.346457	3.834646	5.496063	19.921260	3.212598	1.299213	20.196850	48.960630	9.480315	5.204724	22.763780	108.685039	15.622047	1.716535	6.692913	94.779528	14.992126	5.267717	9.842520	28.188976	4.094488	1.283465	11.590551	
13.777778	12.898990	11.363636	19.969697	54.757576	21.272727	10.888889	7.454545	43.242424	27.141414	14.191919	11.565657	16.989899	16.818182	20.969697	23.494949	11.717172	11.828283	13.666667	18.232323	23.616162	36.353535	22.010101	8.656566	7.080808	11.848485	10.989899	8.717172	16.696970	16.282828	8.595960	4.040404	24.858586	9.969697	8.050505	23.969697	96.323232	33.151515	9.454545	9.494949	123.474747	20.858586	6.262626	5.383838	17.535354	26.424242	39.676768	82.707071	20.808081	3.626263	3.585859	9.373737	75.191919	114.838384	52.040404	24.090909	10.161616	11.818182	6.444444	7.242424	37.252525	34.929293	14.222222	6.474747	33.858586	5.454545	1.646465	15.696970	115.616162	33.505051	2.515152	5.111111	138.050505	40.444444	3.010101	6.595960	28.444444	12.616162	3.919192	25.828283	50.787879	11.919192	6.323232	31.424242	128.464646	63.414141	5.131313	6.797980	10.353535	11.777778	7.323232	11.848485	63.515152	28.363636	5.262626	4.393939	25.393939	3.656566	2.010101	13.313131	94.797980	23.707071	2.040404	5.545455	121.747475	36.272727	3.757576	5.020202	25.060606	7.818182	2.373737	20.777778	44.181818	15.515152	6.292929	23.505051	110.909091	29.656566	1.959596	4.010101	9.828283	5.585859	4.171717	13.000000	60.272727	18.161616	3.696970	2.989899	
22.212766	24.255319	30.223404	27.542553	15.989362	8.500000	9.180851	13.978723	15.989362	21.361702	35.223404	36.382979	19.510638	15.446809	24.914894	26.808511	13.351064	14.861702	32.106383	31.829787	18.287234	28.744681	32.638298	21.882979	14.308511	18.521277	31.063830	21.340426	17.531915	15.829787	14.127660	11.095745	36.914894	28.680851	31.797872	35.031915	17.957447	9.531915	4.617021	12.117021	117.308511	33.563830	20.446809	17.744681	12.329787	23.053191	58.563830	100.021277	17.265957	8.819149	12.680851	32.500000	92.755319	104.829787	76.148936	37.010638	9.978723	15.734043	23.425532	24.946809	39.957447	36.000000	19.819149	13.000000	39.138298	28.393617	15.691489	17.085106	16.329787	12.234043	9.191489	12.127660	118.829787	113.436170	75.691489	25.244681	8.882979	4.978723	4.957447	23.574468	14.414894	40.234043	95.744681	105.255319	85.308511	28.638298	6.053191	7.085106	10.117021	10.382979	25.106383	37.691489	38.755319	21.617021	10.202128	13.627660	10.797872	17.393617	11.702128	11.244681	15.191489	16.053191	11.255319	8.702128	15.563830	48.170213	46.563830	20.787234	9.563830	8.308511	6.553191	8.340426	13.446809	31.404255	54.755319	37.840426	10.393617	4.776596	5.542553	8.351064	19.095745	12.840426	19.776596	18.734043	9.702128	8.138298	6.585106	13.585106	
54.525773	22.608247	9.701031	8.814433	8.175258	6.855670	4.773196	18.670103	123.422680	38.113402	4.731959	3.742268	2.329897	2.412371	12.649485	61.989691	65.731959	22.226804	11.587629	9.422680	9.783505	9.577320	34.742268	53.319588	11.206186	11.185567	20.484536	22.711340	25.175258	19.051546	27.618557	17.556701	68.432990	16.876289	8.206186	10.360825	10.164948	12.927835	9.597938	21.711340	135.340206	49.350515	9.288660	4.432990	1.845361	1.639175	3.474227	49.226804	71.422680	30.226804	64.731959	60.969072	15.597938	7.989691	9.443299	23.010309	7.721649	19.082474	75.896907	76.329897	28.175258	7.422680	4.804124	5.824742	43.092784	17.391753	8.051546	9.123711	9.628866	16.381443	18.701031	19.298969	116.690722	102.195876	66.742268	15.402062	2.731959	3.453608	4.711340	19.969072	16.360825	45.701031	124.649485	90.226804	8.123711	2.505155	4.164948	3.494845	8.649485	23.515464	80.762887	69.567010	12.855670	2.752577	6.865979	5.371134	17.855670	9.216495	7.835052	7.577320	9.237113	14.134021	16.360825	13.907216	26.958763	32.546392	27.690722	12.608247	7.731959	12.288660	15.876289	21.257732	18.247423	21.020619	38.082474	17.948454	6.845361	11.845361	18.865979	15.721649	12.175258	12.556701	21.350515	12.783505	6.649485	8.144330	18.226804	13.876289	
